"Rodada","ClubeID","AtletaID","Participou","Pontos","PontosMedia","Preco","PrecoVariacao","FS","PE","A","FT","FD","FF","G","I","PP","RB","FC","GC","CA","CV","SG","DD","DP","GS"
21,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,277,88002,FALSE,0,-0.6,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,277,88002,TRUE,3.8,1.6,1.43,0.62,1,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0
32,277,88002,FALSE,0,1.6,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,277,88002,TRUE,-2.9,0.1,0.8,-0.63,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
0,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,294,88054,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,264,88056,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,264,88056,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,264,88056,TRUE,-0.6,-0.6,0.77,-0.23,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,264,88056,FALSE,0,-0.6,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,264,88056,TRUE,2.8,1.1,1.16,0.39,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20,264,88056,TRUE,1.9,1.37,1.1,-0.06,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
21,264,88056,TRUE,-0.3,0.95,0.81,-0.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,264,88056,TRUE,12.2,3.2,3.12,2.31,4,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
23,264,88056,TRUE,-0.4,2.6,1.12,-2,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
24,264,88056,TRUE,0.5,2.3,1.28,0.16,1,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
25,264,88056,TRUE,1.4,2.19,1.45,0.17,5,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
26,264,88056,TRUE,4.8,2.48,2.12,0.67,2,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
27,264,88056,TRUE,-2.1,2.02,0.96,-1.16,1,6,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
28,264,88056,TRUE,4.3,2.23,2.07,1.11,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
29,264,88056,FALSE,0,2.23,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,264,88056,TRUE,0.2,2.06,1.44,-0.63,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
31,264,88056,TRUE,0.5,1.94,1.48,0.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,264,88056,TRUE,-0.1,1.79,1.38,-0.1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,264,88056,TRUE,0.3,1.69,1.42,0.04,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
8,282,88064,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,282,88064,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,262,88065,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,315,88069,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,265,88075,FALSE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,265,88075,TRUE,-0.5,-0.5,1.89,-1.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,265,88075,TRUE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,265,88075,FALSE,0,-0.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,265,88075,TRUE,-0.5,-0.5,1.38,-0.51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,265,88075,FALSE,0,-0.5,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,277,88132,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,277,88132,TRUE,-1.4,-1.4,0.82,-0.18,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,277,88132,FALSE,0,-1.4,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,294,88146,FALSE,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
