"ID","Apelido","ClubeID","PosicaoID"
92087,"Lyanco",276,3
63082,"Rodolfo",293,1
77777,"João Schmidt ",276,4
81847,"Bruno Dybal",316,4
87929,"Matheus Vargas",264,4
92085,"Giovanny ",303,4
73446,"Éderson",293,5
37784,"Herrera",267,5
38768,"Andrezinho",267,4
68952,"Marinho",283,5
86764,"Sidcley",293,2
74076,"Misael",294,4
92094,"Diogo Vitor",277,2
80399,"Higor Leite",266,4
42222,"Osvaldo",266,5
72767,"Julinho Camargo",290,6
40990,"Dorival Júnior",277,6
63354,"Rodrigo Moledo",285,3
71799,"Silvinho",317,5
38508,"Eder Luis",267,5
87227,"Zé Paulo",264,4
90420,"William Schuster ",284,4
69282,"Lucas Barrios",275,5
82128,"Ferrugem",292,2
68987,"João Vitor",316,4
71719,"Elton",303,4
79646,"Bruno Pereirinha",293,2
92170,"Gabriel Vasconcelos",264,5
77567,"Zé Mário",285,4
92145,"Hyago",316,4
60802,"Bruno Gallo",267,4
92146,"André Luís",293,5
85297,"Guisao ",276,4
37623,"Rafael Marques",294,3
82403,"César Martins",262,3
68773,"Henrique",294,5
78497,"Arnaldo",317,2
79400,"Néstor Camacho",314,4
92182,"Juninho",294,3
92192,"Evandro",294,5
51820,"Flavinho",315,5
92193,"Ravanelli",303,5
86509,"Ebert",285,2
36802,"Ronaldinho Gaúcho",266,4
70173,"Ederson",262,4
37688,"Cícero",266,4
37187,"Pc Gusmão",317,6
85984,"Barrientos",293,4
38139,"Bobô",284,5
37705,"Juan",294,2
92150,"Daniel Hernández",293,4
82750,"Celsinho",316,4
71603,"Luiz Eduardo",276,3
91740,"Zé Arthur",317,5
87266,"Duda",314,1
92273,"Odair Hellmann",285,6
38913,"Nenê",267,5
80363,"Ariel Cabral",283,4
69141,"Ricardo Bueno",317,5
78756,"Alemão",316,5
78718,"Michel",294,5
92290,"Matheus Pato",266,5
92291,"Bruno Viana",283,3
92225,"Thiago Lopes",294,4
50402,"Kayke",262,5
92293,"Lucas Taylor ",275,2
51365,"Hudson Coutinho",316,6
70323,"Jorginho",267,6
37085,"René Simões",316,6
38960,"Zé Eduardo",290,5
53865,"Léo Gamalho",314,5
79553,"Mansur",282,2
88140,"Isaac",264,5
92434,"Daniel",275,4
92438,"Matheus Phillipe",266,1
82341,"Luiz Gustavo",317,3
83817,"Clayson",303,4
41159,"João Carlos",267,3
51869,"Edson Ratinho",317,2
73540,"Rogério",276,5
71116,"Roberto",293,2
92497,"Douglas",266,4
78855,"Thiago Santos",275,4
87552,"Vitor Bueno",277,4
92504,"Batista",284,5
92501,"Lucas Lovat",314,2
83438,"Guilherme Parede",294,5
92500,"Rafael Dumas",262,3
92522,"Deivid",283,6
72007,"Uillian Correia",283,4
89641,"Bruno Ferreira",267,2
37281,"Mano Menezes",283,6
70515,"Ledesma",277,4
38425,"Fábio Ferreira",303,3
40758,"Leandrão",267,5
62131,"Yuri",317,4
87158,"Clebinho",275,4
92190,"Gustavo Viera",264,4
92574,"Kaio",284,4
92584,"Milla",285,4
54797,"Túlio De Melo",315,5
42225,"Eusébio",317,2
92623,"Kauê",275,5
92604,"Jeferson",276,4
92617,"Léo Tilica",284,5
92618,"Wesley",284,2
53189,"Alexandro",303,5
72133,"Ednei",294,3
92630,"Claudinho",264,5
92631,"Trindade",262,4
88165,"Wilker",314,5
72724,"Juba",290,5
92663,"Murilo",276,5
92662,"Denilson",284,3
92661,"Oliveira",285,2
50281,"Wanderley Filho",290,6
92702,"Daniel Paulista",292,6
37086,"Artur Neto",290,6
73580,"Falcão",292,6
37662,"Jonathan",266,2
37837,"Cristian",303,4
68787,"Lincom",264,5
61149,"Lucca",264,5
42236,"Bruno Teles",267,2
69070,"Wagner",293,3
54422,"Jéferson",267,4
80288,"Marcelinho",316,4
89226,"Iago Maidana",276,3
80338,"Tony ",284,2
74081,"Guilherme Costa",267,4
92696,"Renato Kayzer",267,5
92764,"Bruno Baio",285,5
92837,"Sergio Vieira",293,6
92811,"Bruno Rodrigues",293,5
85465,"Alex Santana",285,4
92841,"Fernando Medeiros",277,4
92901,"Felipe Moreira",303,6
87225,"Pedro Henrique",264,3
92848,"Breno Santos",266,2
92189,"Samuel ",264,2
92981,"Ronaldo",262,4
89285,"Matheus Sales",275,4
88393,"Ayrton ",266,2
89975,"Rodolfo",282,1
93028,"Danny Sergio",290,6
93108,"Mateus Vital",267,4
93153,"Pachequinho",294,6
93152,"Tontini",284,4
93151,"Thiago Santos",262,5
87613,"Raul Cabral",314,6
90259,"Luiz Fernando",283,4
93317,"Diogo Giacomini",282,6
79019,"Jayme De Almeida",262,6
93282,"Fabio",292,4
86763,"Jonathan ",317,4
93281,"Adriano",317,5
93283,"Rafinha",314,4
93368,"Lucas Veríssimo",277,3
89444,"Hugo Ragelli",283,5
93377,"Jobson",275,4
93378,"Augusto",275,3
93376,"Wesley Souza",277,4
